datetime,price,volume,vwap,circulating_supply,realized_value,market_value,mvrv_ratio
2025-03-27 00:04:40.596,137.18727633983,3535062525.2321234,137.18727633983,531207612.6555071,72874925551.19243,72874925551.19243,1.0
2025-03-27 01:04:44.677,137.92589943978606,3534431687.7233086,137.37191563729098,531207612.6555071,72973007351.59906,73267287764.7723,1.004032729688052
2025-03-27 02:09:45.922,138.64064074626026,3608568074.9693174,137.55558152505156,531207612.6555071,73070572069.36263,73646963787.85074,1.0078881511689954
2025-03-27 03:04:40.539,139.75785352492892,3664003709.539939,137.7646086686729,531207612.6555071,73181608879.30591,74240435720.83554,1.0144684826931845
2025-03-27 04:04:48.213,139.6376285846423,3615456683.623088,137.9401948664015,531207612.6555071,73274881604.21657,74176571317.32423,1.0123055772096365
2025-03-27 05:04:43.840,139.47099194408887,3602826552.434268,138.080325318173,531207612.6555071,73349319966.96246,74088052665.31491,1.0100714321371376
2025-03-27 06:04:41.324,138.59805048600404,3693045112.2211294,138.1765969014233,531207612.6555071,73400460164.8674,73624339517.37766,1.0030501082964247
2025-03-27 07:03:47.078,138.33633070072995,3697422107.2642794,138.24212920187722,531207612.6555071,73435271421.74336,73485311975.05748,1.0006814239580695
2025-03-27 08:04:48.912,139.00256449431495,3591558571.014187,138.29679858157314,531207612.6555071,73464312212.41699,73839220438.0182,1.005103270068291
2025-03-27 09:02:17.159,138.50130241146718,3640942632.724165,138.3381910224379,531207612.6555071,73486300192.11075,73572946203.6739,1.0011790770706464
2025-03-27 10:05:20.682,138.25527602869383,3690466290.67285,138.48632035727172,531207612.6555071,73564987622.43207,73442255116.2306,0.9983316451185803
2025-03-27 11:04:44.092,137.69250010651376,3715636074.8561454,138.58920164999267,531207612.6555071,73619638948.32527,73143304262.14934,0.9935297877987384
2025-03-27 12:05:44.209,137.34118484242964,3709877661.49818,138.64568846907554,531207612.6555071,73649645176.63678,72956682919.42577,0.9905910984968216
2025-03-27 13:04:46.938,137.59179925941785,3784175329.561686,138.64866032685183,531207612.6555071,73651223850.11128,73089811205.57112,0.9923774159451484
2025-03-27 14:03:14.265,136.6812632211796,3853404882.2815404,138.61434142966147,531207612.6555071,73632993390.66582,72606127530.46178,0.9860542697924024
2025-03-27 15:04:44.185,139.67283187952503,3574510163.397268,138.57456945323173,531207612.6555071,73611866214.01599,74195271575.5565,1.0079254254992578
2025-03-27 16:04:57.732,137.99265368695714,3566874845.4337435,138.5352282725428,531207612.6555071,73590967879.34317,73302748129.04666,0.9960834901537229
2025-03-27 17:04:32.542,137.94547896269688,3461018063.4577003,138.49903088454568,531207612.6555071,73571739551.28085,73277688556.39468,0.9960032072548561
2025-03-27 18:04:28.734,137.56914761791134,3444329180.4732695,138.45566040931797,531207612.6555071,73548700824.67542,73077778481.16373,0.99359713579939
2025-03-27 19:04:39.361,138.89440938522745,3381558444.638708,138.41740852040837,531207612.6555071,73528381130.08818,73781767620.72333,1.0034461045754135
2025-03-27 20:02:50.084,139.01130546690197,3269216441.6664257,138.38632459523876,531207612.6555071,73511869112.40686,73843863709.19844,1.0045162039926359
2025-03-27 21:04:36.612,139.2496747397685,3208659068.5450964,138.36719077998396,531207612.6555071,73501705084.08437,73970487281.5683,1.0063778411255584
2025-03-27 22:04:56.159,139.6620324381387,3163228953.8722367,138.36270667023095,531207612.6555071,73499323090.8476,74189534830.07965,1.00939072239317
2025-03-27 23:04:54.457,138.9589432468766,3111462918.0815387,138.36674608066596,531207612.6555071,73501468856.42131,73816048499.30542,1.0042799096096788
2025-03-28 00:04:46.026,138.3659974567981,3084152345.4342933,138.38265628814517,531207612.6555071,73509920479.75319,73501071181.7237,0.9998796176356641
2025-03-28 01:04:56.134,137.81035817613022,3079005820.3410316,138.38798968796493,531207612.6555071,73512753622.33879,73205911365.94247,0.995825999690167
2025-03-28 02:04:54.068,138.38141156246633,3135222878.77112,138.39538417570787,531207612.6555071,73516681630.51953,73509259271.99692,0.999899038444636
2025-03-28 03:04:48.238,137.79709859740572,3056515492.0463486,138.40297242386538,531207612.6555071,73520712565.7075,73198867776.78342,0.9956223929598554
2025-03-28 04:04:54.433,136.72573670067584,3168962649.525671,138.4090855859394,531207612.6555071,73523959923.93863,72629752181.33147,0.9878378729392129
2025-03-28 05:04:50.607,134.0900805887391,3468085820.334152,138.39819406924735,531207612.6555071,73518174267.35844,71229671590.32866,0.9688716062410997
2025-03-28 06:04:50.720,133.48287155571128,3618413348.988054,138.36844105515803,531207612.6555071,73502369239.77475,70907117529.51108,0.9646915910724237
2025-03-28 07:04:54.935,133.26563692551497,3631176958.0705805,138.31942411416966,531207612.6555071,73476331067.57265,70791720840.2184,0.9634629248854936
2025-03-28 08:02:53.022,131.60952031516513,3725492722.9527793,138.24514023829568,531207612.6555071,73436870907.21083,69911979089.35533,0.9520010619419055
2025-03-28 09:04:44.386,131.3148255929173,3827387108.305955,138.14841804130683,531207612.6555071,73385491339.85759,69755435009.48787,0.9505344140361688
2025-03-28 10:04:43.889,130.9139498229133,3824617029.7797933,138.03152485324946,531207612.6555071,73323396788.49394,69542486748.73262,0.9484351488697721
2025-03-28 11:06:31.224,130.78236879176174,3711252327.4022765,137.89771925368206,531207612.6555071,73252318235.3878,69472589903.30385,0.9484012462248875
2025-03-28 12:04:58.215,131.7806309554079,3895489325.6285086,137.74820362137874,531207612.6555071,73172894393.29727,70002874364.05864,0.956677673399113
2025-03-28 13:04:45.672,130.87391243448494,3896962894.4999,137.58307901724353,531207612.6555071,73085178946.54393,69521218583.20863,0.9512355252500366
2025-03-28 14:04:56.845,130.17327167641565,3878666092.504,137.40476600449531,531207612.6555071,72990457716.73654,69149032878.78549,0.9473708624645298
2025-03-28 15:09:28.038,129.63577315230077,3833993434.903173,137.22193076174017,531207612.6555071,72893334243.92328,68863509570.98457,0.9447161429129626
2025-03-28 16:09:38.288,129.99455028834447,3869845028.836598,137.03802967565414,531207612.6555071,72795644587.01877,69054094716.89772,0.9486020092088276
2025-03-28 17:04:40.896,129.2843612572786,3910234877.7183323,136.85164728456292,531207612.6555071,72696636842.00618,68676836897.17109,0.9447044578751085
2025-03-28 18:04:58.566,129.96063540708215,3912558752.2788196,136.67015968719326,531207612.6555071,72600229248.68086,69036078873.78888,0.9509071746497723
2025-03-28 19:01:43.935,129.54943728597974,3881595183.011328,136.49361230340872,531207612.6555071,72506445934.4201,68817647301.54964,0.949124542165439
2025-03-28 20:04:47.979,129.42122729733344,3860389698.086645,136.3224824858342,531207612.6555071,72415540472.57216,68749541179.56224,0.9493755170632409
2025-03-28 21:04:44.767,128.58484253719365,4001333573.548301,136.15353177150945,531207612.6555071,72325792566.95927,68305247227.866936,0.9444106286789721
2025-03-28 22:00:49.881,129.04794647428758,3986270720.035074,135.98550343571452,531207612.6555071,72236534635.84317,68551251564.70197,0.9489831137426602
2025-03-28 23:09:27.809,129.77027908015847,4001390825.043904,135.8224153800242,531207612.6555071,72149901019.12729,68934960143.80988,0.9554408137792855
2025-03-29 00:05:25.142,129.44621681849003,3970975243.7690816,135.66510166746033,531207612.6555071,72066334777.43826,68762815803.43724,0.9541600251462317
2025-03-29 01:04:56.261,129.76592772615524,3941759066.9013066,135.51514739695975,531207612.6555071,71986677927.39815,68932648671.438,0.9575750771685801
2025-03-29 02:04:43.247,129.4486244400771,3895822154.128331,135.3707176480183,531207612.6555071,71909955745.26653,68764094750.35269,0.9562527752616381
2025-03-29 03:04:57.906,127.467960853443,3962560713.143581,135.22909132970375,531207612.6555071,71834722766.82545,67711951175.023094,0.9426075380678391
2025-03-29 04:04:50.168,128.85350029365233,3845334699.578766,135.09144897937182,531207612.6555071,71761606102.50534,68447960273.29674,0.9538242521429169
2025-03-29 05:04:47.551,128.51498077310399,3584132720.4345956,134.9584901518084,531207612.6555071,71690977361.13391,68268136126.94896,0.9522556204396149
2025-03-29 06:04:53.125,127.7631769570965,3459094811.607937,134.82914397393512,531207612.6555071,71622267686.77972,67868772216.66233,0.9475931774942917
2025-03-29 07:04:53.276,127.01937649839897,3400507914.5456204,134.70457289671373,531207612.6555071,71556094582.24303,67473659750.70554,0.9429477690842205
2025-03-29 08:00:48.459,126.25083770224819,3261154075.2457623,134.5824888880042,531207612.6555071,71491242627.43303,67065406091.569145,0.9380926058464456
2025-03-29 09:04:40.175,126.81790462306242,3126888069.8101463,134.46231276425226,531207612.6555071,71427404155.63657,67366636356.79078,0.9431483217562046
2025-03-29 10:04:42.494,126.479217004208,3097119067.307736,134.34403002486877,531207612.6555071,71364571464.0303,67186722915.34315,0.9414576664165508
2025-03-29 11:04:58.865,125.65876617278997,3119492897.1304803,134.22535137567775,531207612.6555071,71301528462.12036,66750893187.884346,0.9361775915273179
2025-03-29 12:04:53.996,125.0884122690432,2945120252.849471,134.10653511749217,531207612.6555071,71238412361.26494,66447916852.30628,0.9327540388650852
2025-03-29 13:04:37.897,125.50894623566597,3022975123.3122053,133.9920289686143,531207612.6555071,71177585823.28516,66671307696.756516,0.9366896464047472
2025-03-29 14:04:56.490,126.49235244927634,2929721899.0248365,133.87992054532032,531207612.6555071,71118032975.38858,67193700563.75907,0.944819446665692
2025-03-29 15:04:26.825,125.92296199274594,2747376529.048704,133.76973314018323,531207612.6555071,71059500586.961,66891236018.67673,0.9413412065402396
2025-03-29 16:03:50.636,126.16980569086239,2602293247.922851,133.66296697184907,531207612.6555071,71002785585.56784,67022361270.25222,0.943939885139877
2025-03-29 17:04:46.796,125.35964325484159,2630704169.4586253,133.55947053047268,531207612.6555071,70947807488.02594,66591996816.75044,0.9386054224154757
2025-03-29 18:04:46.570,124.44893413013479,2709800612.010939,133.4584763540154,531207612.6555071,70894158612.65796,66108221196.79136,0.9324917946764082
2025-03-29 19:04:59.342,124.95654602356953,2705621821.534977,133.35907907820538,531207612.6555071,70841358023.07047,66377868498.85837,0.9369931682738423
2025-03-29 20:08:23.230,125.04266458291264,2774191581.298338,133.26143775738123,531207612.6555071,70789490210.13893,66423615333.17235,0.9383259455039659
2025-03-29 21:02:33.892,124.02114649859972,2679057898.8861933,133.16588633737152,531207612.6555071,70738732568.42973,65880977150.32006,0.9313282095716023
2025-03-29 22:07:34.582,124.22620956958603,2582001153.4423933,133.07299059592668,531207612.6555071,70689385643.39096,65989908214.70251,0.9335193341133836
2025-03-29 23:06:46.133,123.45282289075834,2633221492.0729556,132.98136024244138,531207612.6555071,70640710902.06926,65579079323.38287,0.9283468199279105
